Id	Name	Family	Family Override	Saying	Duration	Difficulty	isFellowship	isOffensive	isUntargeted	IsInstantCast	School.Id	Requires TurnTo
1481	Flaming Missile Volley	122	122	zojakeazael	-1	1	False	True	False	True	1	True
1482	Impenetrability II	160	160	malarquasith	1800	50	False	False	False	False	3	True
1483	Impenetrability III	160	160	malarquasith	1800	100	False	False	False	False	3	True
1484	Impenetrability IV	160	160	malarquasith	1800	150	False	False	False	False	3	True
1485	Impenetrability V	160	160	malarquasith	1800	200	False	False	False	False	3	True
1486	Impenetrability VI	160	160	malarquasith	2700	250	False	False	False	False	3	True
1487	Brittlemail I	161	161	equinquasith	60	25	False	True	False	True	3	True
1488	Brittlemail II	161	161	equinquasith	90	75	False	True	False	False	3	True
1489	Brittlemail III	161	161	equinquasith	120	125	False	True	False	False	3	True
1490	Brittlemail IV	161	161	equinquasith	150	175	False	True	False	False	3	True
1491	Brittlemail V	161	161	equinquasith	180	225	False	True	False	False	3	True
1492	Brittlemail VI	161	161	equinquasith	210	275	False	True	False	False	3	True
1493	Acid Bane I	162	162	malarqualoi	1800	1	False	False	False	True	3	True
1494	Acid Bane II	162	162	malarqualoi	1800	50	False	False	False	False	3	True
1495	Acid Bane III	162	162	malarqualoi	1800	100	False	False	False	False	3	True
1496	Acid Bane IV	162	162	malarqualoi	1800	150	False	False	False	False	3	True
1497	Acid Bane V	162	162	malarqualoi	1800	200	False	False	False	False	3	True
1498	Acid Bane VI	162	162	malarqualoi	2700	250	False	False	False	False	3	True
1499	Acid Lure I	163	163	equinqualoi	60	25	False	True	False	True	3	True
1500	Acid Lure II	163	163	equinqualoi	90	75	False	True	False	False	3	True
1501	Acid Lure III	163	163	equinqualoi	120	125	False	True	False	False	3	True
1502	Acid Lure IV	163	163	equinqualoi	150	175	False	True	False	False	3	True
1503	Acid Lure V	163	163	equinqualoi	180	225	False	True	False	False	3	True
1504	Acid Lure VI	163	163	equinqualoi	210	275	False	True	False	False	3	True
1505	Bludgeon Lure I	165	165	equinquareth	60	25	False	True	False	True	3	True
1506	Bludgeon Lure II	165	165	equinquareth	90	75	False	True	False	False	3	True
1507	Bludgeon Lure III	165	165	equinquareth	120	125	False	True	False	False	3	True
1508	Bludgeon Lure IV	165	165	equinquareth	150	175	False	True	False	False	3	True
1509	Bludgeon Lure V	165	165	equinquareth	180	225	False	True	False	False	3	True
1510	Bludgeon Lure VI	165	165	equinquareth	210	275	False	True	False	False	3	True
1511	Bludgeon Bane I	164	164	malarquareth	1800	1	False	False	False	True	3	True
1512	Bludgeon Bane II	164	164	malarquareth	1800	50	False	False	False	False	3	True
1513	Bludgeon Bane III	164	164	malarquareth	1800	100	False	False	False	False	3	True
1514	Bludgeon Bane IV	164	164	malarquareth	1800	150	False	False	False	False	3	True
1515	Bludgeon Bane V	164	164	malarquareth	1800	200	False	False	False	False	3	True
1516	Bludgeon Bane VI	164	164	malarquareth	2700	250	False	False	False	False	3	True
1517	Frost Lure I	167	167	equinquavik	60	25	False	True	False	True	3	True
1518	Frost Lure II	167	167	equinquavik	90	75	False	True	False	False	3	True
1519	Frost Lure III	167	167	equinquavik	120	125	False	True	False	False	3	True
1520	Frost Lure IV	167	167	equinquavik	150	175	False	True	False	False	3	True
1521	Frost Lure V	167	167	equinquavik	180	225	False	True	False	False	3	True
1522	Frost Lure VI	167	167	equinquavik	210	275	False	True	False	False	3	True
1523	Frost Bane I	166	166	malarquavik	1800	1	False	False	False	True	3	True
1524	Frost Bane II	166	166	malarquavik	1800	50	False	False	False	False	3	True
1525	Frost Bane III	166	166	malarquavik	1800	100	False	False	False	False	3	True
1526	Frost Bane IV	166	166	malarquavik	1800	150	False	False	False	False	3	True
1527	Frost Bane V	166	166	malarquavik	1800	200	False	False	False	False	3	True
1528	Frost Bane VI	166	166	malarquavik	2700	250	False	False	False	False	3	True
1529	Lightning Lure I	169	169	equinquafeth	60	25	False	True	False	True	3	True
1530	Lightning Lure II	169	169	equinquafeth	90	75	False	True	False	False	3	True
1531	Lightning Lure III	169	169	equinquafeth	120	125	False	True	False	False	3	True
1532	Lightning Lure IV	169	169	equinquafeth	150	175	False	True	False	False	3	True
1533	Lightning Lure V	169	169	equinquafeth	180	225	False	True	False	False	3	True
1534	Lightning Lure VI	169	169	equinquafeth	210	275	False	True	False	False	3	True
1535	Lightning Bane I	168	168	malarquafeth	1800	1	False	False	False	True	3	True
1536	Lightning Bane II	168	168	malarquafeth	1800	50	False	False	False	False	3	True
1537	Lightning Bane III	168	168	malarquafeth	1800	100	False	False	False	False	3	True
1538	Lightning Bane IV	168	168	malarquafeth	1800	150	False	False	False	False	3	True
1539	Lightning Bane V	168	168	malarquafeth	1800	200	False	False	False	False	3	True
1540	Lightning Bane VI	168	168	malarquafeth	2700	250	False	False	False	False	3	True
1541	Flame Lure I	171	171	equinquatak	60	25	False	True	False	True	3	True
1542	Flame Lure II	171	171	equinquatak	90	75	False	True	False	False	3	True
1543	Flame Lure III	171	171	equinquatak	120	125	False	True	False	False	3	True
1544	Flame Lure IV	171	171	equinquatak	150	175	False	True	False	False	3	True
1545	Flame Lure V	171	171	equinquatak	180	225	False	True	False	False	3	True
1546	Flame Lure VI	171	171	equinquatak	210	275	False	True	False	False	3	True
1547	Flame Bane I	170	170	malarquatak	1800	1	False	False	False	True	3	True
1548	Flame Bane II	170	170	malarquatak	1800	50	False	False	False	False	3	True
1549	Flame Bane III	170	170	malarquatak	1800	100	False	False	False	False	3	True
1550	Flame Bane IV	170	170	malarquatak	1800	150	False	False	False	False	3	True
1551	Flame Bane V	170	170	malarquatak	1800	200	False	False	False	False	3	True
1552	Flame Bane VI	170	170	malarquatak	2700	250	False	False	False	False	3	True
1553	Blade Lure II	175	175	equinquaguz	90	75	False	True	False	False	3	True
1554	Blade Lure III	175	175	equinquaguz	120	125	False	True	False	False	3	True
1555	Blade Lure IV	175	175	equinquaguz	150	175	False	True	False	False	3	True
1556	Blade Lure V	175	175	equinquaguz	180	225	False	True	False	False	3	True
1557	Blade Lure VI	175	175	equinquaguz	210	275	False	True	False	False	3	True
1558	Blade Bane II	174	174	malarquaguz	1800	50	False	False	False	False	3	True
1559	Blade Bane III	174	174	malarquaguz	1800	100	False	False	False	False	3	True
1560	Blade Bane IV	174	174	malarquaguz	1800	150	False	False	False	False	3	True
1561	Blade Bane V	174	174	malarquaguz	1800	200	False	False	False	False	3	True
1562	Blade Bane VI	174	174	malarquaguz	2700	250	False	False	False	False	3	True
1563	Piercing Lure I	173	173	equinquaril	60	25	False	True	False	True	3	True
1564	Piercing Lure II	173	173	equinquaril	90	75	False	True	False	False	3	True
1565	Piercing Lure III	173	173	equinquaril	120	125	False	True	False	False	3	True
1566	Piercing Lure IV	173	173	equinquaril	150	175	False	True	False	False	3	True
1567	Piercing Lure V	173	173	equinquaril	180	225	False	True	False	False	3	True
1568	Piercing Lure VI	173	173	equinquaril	210	275	False	True	False	False	3	True
1569	Piercing Bane I	172	172	malarquaril	1800	1	False	False	False	True	3	True
1570	Piercing Bane II	172	172	malarquaril	1800	50	False	False	False	False	3	True
1571	Piercing Bane III	172	172	malarquaril	1800	100	False	False	False	False	3	True
1572	Piercing Bane IV	172	172	malarquaril	1800	150	False	False	False	False	3	True
1573	Piercing Bane V	172	172	malarquaril	1800	200	False	False	False	False	3	True
1574	Piercing Bane VI	172	172	malarquaril	2700	250	False	False	False	False	3	True
1575	Strengthen Lock I	192	192	malaraeti	780	1	False	False	False	True	3	True
1576	Strengthen Lock II	192	192	malaraeti	780	50	False	False	False	False	3	True
1577	Strengthen Lock III	192	192	malaraeti	780	100	False	False	False	False	3	True
1578	Strengthen Lock IV	192	192	malaraeti	780	150	False	False	False	False	3	True
1579	Strengthen Lock V	192	192	malaraeti	1020	200	False	False	False	False	3	True
1580	Strengthen Lock VI	192	192	malaraeti	1020	250	False	False	False	False	3	True
1581	Weaken Lock I	193	193	equinaeti	60	1	False	True	False	True	3	True
1582	Weaken Lock II	193	193	equinaeti	90	50	False	True	False	False	3	True
1583	Weaken Lock III	193	193	equinaeti	120	100	False	True	False	False	3	True
1584	Weaken Lock IV	193	193	equinaeti	150	150	False	True	False	False	3	True
1585	Weaken Lock V	193	193	equinaeti	180	200	False	True	False	False	3	True
1586	Weaken Lock VI	193	193	equinaeti	210	250	False	True	False	False	3	True
1587	Aura of Heart Seeker Self I	152	152	malaraereth	1800	1	False	False	True	True	3	False
1588	Aura of Heart Seeker Self II	152	152	malaraereth	1800	50	False	False	True	False	3	False
1589	Aura of Heart Seeker Self III	152	152	malaraereth	1800	100	False	False	True	False	3	False
1590	Aura of Heart Seeker Self IV	152	152	malaraereth	1800	150	False	False	True	False	3	False
1591	Aura of Heart Seeker Self V	152	152	malaraereth	1800	200	False	False	True	False	3	False
1592	Aura of Heart Seeker Self VI	152	152	malaraereth	2700	250	False	False	True	False	3	False
1593	Turn Blade I	153	153	equinaereth	60	25	False	True	False	True	3	True
1594	Turn Blade II	153	153	equinaereth	90	75	False	True	False	False	3	True
1595	Turn Blade III	153	153	equinaereth	120	125	False	True	False	False	3	True
1596	Turn Blade IV	153	153	equinaereth	150	175	False	True	False	False	3	True
1597	Turn Blade V	153	153	equinaereth	180	225	False	True	False	False	3	True
1598	Turn Blade VI	153	153	equinaereth	210	275	False	True	False	False	3	True
1599	Aura of Defender Self I	156	156	malaraeguz	1800	1	False	False	True	True	3	False
1601	Aura of Defender Self II	156	156	malaraeguz	1800	50	False	False	True	False	3	False
1602	Aura of Defender Self III	156	156	malaraeguz	1800	100	False	False	True	False	3	False
1603	Aura of Defender Self IV	156	156	malaraeguz	1800	150	False	False	True	False	3	False
1604	Aura of Defender Self V	156	156	malaraeguz	1800	200	False	False	True	False	3	False
1605	Aura of Defender Self VI	156	156	malaraeguz	2700	250	False	False	True	False	3	False
1606	Lure Blade I	157	157	equinaeguz	60	25	False	True	False	True	3	True
1607	Lure Blade II	157	157	equinaeguz	90	75	False	True	False	False	3	True
1608	Lure Blade III	157	157	equinaeguz	120	125	False	True	False	False	3	True
1609	Lure Blade IV	157	157	equinaeguz	150	175	False	True	False	False	3	True
1610	Lure Blade V	157	157	equinaeguz	180	225	False	True	False	False	3	True
1611	Lure Blade VI	157	157	equinaeguz	210	275	False	True	False	False	3	True
1612	Aura of Blood Drinker Self II	154	154	malaraeril	1800	50	False	False	True	False	3	False
1613	Aura of Blood Drinker Self III	154	154	malaraeril	1800	100	False	False	True	False	3	False
1614	Aura of Blood Drinker Self IV	154	154	malaraeril	1800	150	False	False	True	False	3	False
1615	Aura of Blood Drinker Self V	154	154	malaraeril	1800	200	False	False	True	False	3	False
1616	Aura of Blood Drinker Self VI	154	154	malaraeril	2700	250	False	False	True	False	3	False
1617	Blood Loather II	155	155	equinaeril	90	75	False	True	False	False	3	True
1618	Blood Loather III	155	155	equinaeril	120	125	False	True	False	False	3	True
1619	Blood Loather IV	155	155	equinaeril	150	175	False	True	False	False	3	True
1620	Blood Loather V	155	155	equinaeril	180	225	False	True	False	False	3	True
1621	Blood Loather VI	155	155	equinaeril	210	275	False	True	False	False	3	True
1623	Aura of Swift Killer Self II	158	158	malaraetak	1800	50	False	False	True	False	3	False
1624	Aura of Swift Killer Self III	158	158	malaraetak	1800	100	False	False	True	False	3	False
1625	Aura of Swift Killer Self IV	158	158	malaraetak	1800	150	False	False	True	False	3	False
1626	Aura of Swift Killer Self V	158	158	malaraetak	1800	200	False	False	True	False	3	False
1627	Aura of Swift Killer Self VI	158	158	malaraetak	2700	250	False	False	True	False	3	False
1629	Leaden Weapon II	159	159	equinaetak	90	75	False	True	False	False	3	True
1630	Leaden Weapon III	159	159	equinaetak	120	125	False	True	False	False	3	True
1631	Leaden Weapon IV	159	159	equinaetak	150	175	False	True	False	False	3	True
1632	Leaden Weapon V	159	159	equinaetak	180	225	False	True	False	False	3	True
1633	Leaden Weapon VI	159	159	equinaetak	210	275	False	True	False	False	3	True
1634	Portal Sending	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
1635	Lifestone Recall	201	201	shurovthiguz	-1	100	False	False	True	False	3	False
1636	Lifestone Sending	215	215	shurovthiloi	-1	125	False	False	True	False	3	False
1637	Summon Primary Portal III	203	203	roigathiloi	300	250	False	False	True	False	3	False
1638	Defenselessness Self I	40	40	equinofeth	60	1	False	False	True	True	4	False
1639	Defenselessness Self II	40	40	equinofeth	90	75	False	False	True	True	4	False
1640	Defenselessness Self III	40	40	equinofeth	120	125	False	False	True	True	4	False
1641	Defenselessness Self IV	40	40	equinofeth	150	175	False	False	True	True	4	False
1642	Defenselessness Self V	40	40	equinofeth	180	225	False	False	True	True	4	False
1643	Defenselessness Self VI	40	40	equinofeth	210	275	False	False	True	True	4	False
1644	The Gift of Sarneho	77	77	malarguati	600	250	False	False	True	True	4	False
1658	Stamina to Health Other I	89	89	roigazhao	-1	1	False	False	False	True	2	True
1659	Stamina to Health Other II	89	89	roigazhao	-1	50	False	False	False	False	2	True
1660	Stamina to Health Other III	89	89	roigazhao	-1	100	False	False	False	False	2	True
1661	Stamina to Health Other IV	89	89	roigazhao	-1	150	False	False	False	False	2	True
1662	Stamina to Health Other V	89	89	roigazhao	-1	200	False	False	False	False	2	True
1663	Stamina to Health Other VI	89	89	roigazhao	-1	250	False	False	False	False	2	True
1664	Stamina to Health Self I	89	89	puishzhasith	-1	1	False	False	True	True	2	False
1665	Stamina to Health Self II	89	89	puishzhasith	-1	50	False	False	True	False	2	False
1666	Stamina to Health Self III	89	89	puishzhasith	-1	100	False	False	True	False	2	False
1667	Stamina to Health Self IV	89	89	puishzhasith	-1	150	False	False	True	False	2	False
1668	Stamina to Health Self V	89	89	puishzhasith	-1	200	False	False	True	False	2	False
1669	Stamina to Health Self VI	89	89	puishzhasith	-1	250	False	False	True	False	2	False
1670	Stamina to Mana Other I	89	89	roigazhalu	-1	1	False	False	False	True	2	True
1671	Stamina to Mana Other II	89	89	roigazhalu	-1	50	False	False	False	False	2	True
1672	Stamina to Mana Other III	89	89	roigazhalu	-1	100	False	False	False	False	2	True
1673	Stamina to Mana Other IV	89	89	roigazhalu	-1	150	False	False	False	False	2	True
1674	Stamina to Mana Other V	89	89	roigazhalu	-1	200	False	False	False	False	2	True
1675	Stamina to Mana Other VI	89	89	roigazhalu	-1	250	False	False	False	False	2	True
1676	Stamina to Mana Self I	89	89	puishzharil	-1	1	False	False	True	True	2	False
1677	Stamina to Mana Self II	89	89	puishzharil	-1	50	False	False	True	False	2	False
1678	Stamina to Mana Self III	89	89	puishzharil	-1	100	False	False	True	False	2	False
1679	Stamina to Mana Self IV	89	89	puishzharil	-1	150	False	False	True	False	2	False
1680	Stamina to Mana Self V	89	89	puishzharil	-1	200	False	False	True	False	2	False
1681	Stamina to Mana Self VI	89	89	puishzharil	-1	250	False	False	True	False	2	False
1702	Health to Mana Self IV	87	87	puishzhafeth	-1	150	False	False	True	False	2	False
1703	Health to Mana Self V	87	87	puishzhafeth	-1	200	False	False	True	False	2	False
1704	Health to Mana Self VI	87	87	puishzhafeth	-1	250	False	False	True	False	2	False
1705	Health to Mana Other I	87	87	roigazhagua	-1	1	False	False	False	True	2	True
1706	Health to Mana Other II	87	87	roigazhagua	-1	50	False	False	False	False	2	True
1707	Health to Mana Other III	87	87	roigazhagua	-1	100	False	False	False	False	2	True
1708	Wedding Bliss	67	67		-1	1	False	False	True	True	2	False
1709	Cooking Mastery Other I	216	216	malarguafeth	1800	1	False	False	False	True	4	True
1710	Cooking Mastery Other II	216	216	malarguafeth	1800	50	False	False	False	False	4	True
1711	Cooking Mastery Other III	216	216	malarguafeth	1800	100	False	False	False	False	4	True
1712	Cooking Mastery Other IV	216	216	malarguafeth	1800	150	False	False	False	False	4	True
1713	Cooking Mastery Other V	216	216	malarguafeth	1800	200	False	False	False	False	4	True
1714	Cooking Mastery Other VI	216	216	malarguafeth	2700	250	False	False	False	False	4	True
1715	Cooking Mastery Self I	216	216	malarguafeth	1800	1	False	False	True	True	4	False
1716	Cooking Mastery Self II	216	216	malarguafeth	1800	50	False	False	True	True	4	False
1717	Cooking Mastery Self III	216	216	malarguafeth	1800	100	False	False	True	True	4	False
1718	Cooking Mastery Self IV	216	216	malarguafeth	1800	150	False	False	True	True	4	False
1719	Cooking Mastery Self V	216	216	malarguafeth	1800	200	False	False	True	True	4	False
1720	Cooking Mastery Self VI	216	216	malarguafeth	2700	250	False	False	True	True	4	False
1721	Cooking Ineptitude Other I	217	217	equinguafeth	60	1	False	True	False	True	4	True
1722	Cooking Ineptitude Other II	217	217	equinguafeth	90	75	False	True	False	False	4	True
1723	Cooking Ineptitude Other III	217	217	equinguafeth	120	125	False	True	False	False	4	True
1724	Cooking Ineptitude Other IV	217	217	equinguafeth	150	175	False	True	False	False	4	True
1725	Cooking Ineptitude Other V	217	217	equinguafeth	180	225	False	True	False	False	4	True
1726	Cooking Ineptitude Other VI	217	217	equinguafeth	210	275	False	True	False	False	4	True
1727	Cooking Ineptitude Self I	217	217	equinguafeth	60	1	False	False	True	True	4	False
1728	Cooking Ineptitude Self II	217	217	equinguafeth	90	75	False	False	True	True	4	False
1729	Cooking Ineptitude Self III	217	217	equinguafeth	120	125	False	False	True	True	4	False
1730	Cooking Ineptitude Self IV	217	217	equinguafeth	150	175	False	False	True	True	4	False
1731	Cooking Ineptitude Self V	217	217	equinguafeth	180	225	False	False	True	True	4	False
1732	Cooking Ineptitude Self VI	217	217	equinguafeth	210	275	False	False	True	True	4	False
1733	Fletching Mastery Other I	218	218	malarguareth	1800	1	False	False	False	True	4	True
1734	Fletching Mastery Other II	218	218	malarguareth	1800	50	False	False	False	False	4	True
1735	Fletching Mastery Other III	218	218	malarguareth	1800	100	False	False	False	False	4	True
1736	Fletching Mastery Other IV	218	218	malarguareth	1800	150	False	False	False	False	4	True
1737	Fletching Mastery Other V	218	218	malarguareth	1800	200	False	False	False	False	4	True
1738	Fletching Mastery Other VI	218	218	malarguareth	2700	250	False	False	False	False	4	True
1739	Fletching Mastery Self I	218	218	malarguareth	1800	1	False	False	True	True	4	False
1740	Fletching Mastery Self II	218	218	malarguareth	1800	50	False	False	True	True	4	False
1741	Fletching Mastery Self III	218	218	malarguareth	1800	100	False	False	True	True	4	False
1742	Fletching Mastery Self IV	218	218	malarguareth	1800	150	False	False	True	True	4	False
1743	Fletching Mastery Self V	218	218	malarguareth	1800	200	False	False	True	True	4	False
1744	Fletching Mastery Self VI	218	218	malarguareth	2700	250	False	False	True	True	4	False
1745	Fletching Ineptitude Other I	219	219	equinguareth	60	1	False	True	False	True	4	True
1746	Fletching Ineptitude Other II	219	219	equinguareth	90	75	False	True	False	False	4	True
1747	Fletching Ineptitude Other III	219	219	equinguareth	120	125	False	True	False	False	4	True
1748	Fletching Ineptitude Other IV	219	219	equinguareth	150	175	False	True	False	False	4	True
1749	Fletching Ineptitude Other V	219	219	equinguareth	180	225	False	True	False	False	4	True
1750	Fletching Ineptitude Other VI	219	219	equinguareth	210	275	False	True	False	False	4	True
1751	Fletching Ineptitude Self I	219	219	equinguareth	60	1	False	False	True	True	4	False
1752	Fletching Ineptitude Self II	219	219	equinguareth	90	75	False	False	True	True	4	False
1753	Fletching Ineptitude Self III	219	219	equinguareth	120	125	False	False	True	True	4	False
1754	Fletching Ineptitude Self IV	219	219	equinguareth	150	175	False	False	True	True	4	False
1755	Fletching Ineptitude Self V	219	219	equinguareth	180	225	False	False	True	True	4	False
1756	Fletching Ineptitude Self VI	219	219	equinguareth	210	275	False	False	True	True	4	False
1757	Alchemy Mastery Other I	221	221	malareatak	1800	1	False	False	False	True	4	True
1758	Alchemy Mastery Other II	221	221	malareatak	1800	50	False	False	False	False	4	True
1759	Alchemy Mastery Other III	221	221	malareatak	1800	100	False	False	False	False	4	True
1760	Alchemy Mastery Other IV	221	221	malareatak	1800	150	False	False	False	False	4	True
1761	Alchemy Mastery Other V	221	221	malareatak	1800	200	False	False	False	False	4	True
1762	Alchemy Mastery Other VI	221	221	malareatak	2700	250	False	False	False	False	4	True
1763	Alchemy Mastery Self I	221	221	malareatak	1800	1	False	False	True	True	4	False
1764	Alchemy Mastery Self II	221	221	malareatak	1800	50	False	False	True	True	4	False
1765	Alchemy Mastery Self III	221	221	malareatak	1800	100	False	False	True	True	4	False
1766	Alchemy Mastery Self IV	221	221	malareatak	1800	150	False	False	True	True	4	False
1767	Alchemy Mastery Self V	221	221	malareatak	1800	200	False	False	True	True	4	False
1768	Alchemy Mastery Self VI	221	221	malareatak	2700	250	False	False	True	True	4	False
1769	Alchemy Ineptitude Other I	220	220	equineatak	60	1	False	True	False	True	4	True
1770	Alchemy Ineptitude Other II	220	220	equineatak	90	75	False	True	False	False	4	True
1771	Alchemy Ineptitude Other III	220	220	equineatak	120	125	False	True	False	False	4	True
1772	Alchemy Ineptitude Other IV	220	220	equineatak	150	175	False	True	False	False	4	True
1773	Alchemy Ineptitude Other V	220	220	equineatak	180	225	False	True	False	False	4	True
1774	Alchemy Ineptitude Other VI	220	220	equineatak	210	275	False	True	False	False	4	True
1775	Alchemy Ineptitude Self I	220	220	equineatak	60	1	False	False	True	True	4	False
1776	Alchemy Ineptitude Self II	220	220	equineatak	90	75	False	False	True	True	4	False
1777	Alchemy Ineptitude Self III	220	220	equineatak	120	125	False	False	True	True	4	False
1778	Alchemy Ineptitude Self IV	220	220	equineatak	150	175	False	False	True	True	4	False
1779	Alchemy Ineptitude Self V	220	220	equineatak	180	225	False	False	True	True	4	False
1780	Alchemy Ineptitude Self VI	220	220	equineatak	210	275	False	False	True	True	4	False
1781	Exploding Magma	135	135	tugakquaguzguz	-1	275	False	True	False	False	1	True
1782	Gertarh's Curse	76	76	guavik	780	225	False	True	False	False	4	True
1783	Searing Disc	222	222	volaequafeth	-1	200	False	True	False	False	1	False
1784	Horizon's Blades	228	228	volaequati	-1	200	False	True	False	False	1	False
1785	Cassius' Ring of Fire	226	226	volaequaguz	-1	200	False	True	False	False	1	False
1786	Nuhmudira's Spines	227	227	volaequazael	-1	200	False	True	False	False	1	False
1787	Halo of Frost	224	224	volaequapaj	-1	200	False	True	False	False	1	False
1788	Eye of the Storm	225	225	volaequasith	-1	200	False	True	False	False	1	False
1789	Tectonic Rifts	223	223	volaequareth	-1	200	False	True	False	False	1	False
1790	Acid Streak I	243	243	jevakquafeth	-1	1	False	True	False	True	1	True
1791	Acid Streak II	243	243	jevakquafeth	-1	50	False	True	False	True	1	True
1792	Acid Streak III	243	243	jevakquafeth	-1	100	False	True	False	True	1	True
1793	Acid Streak IV	243	243	jevakquafeth	-1	150	False	True	False	True	1	True
1794	Acid Streak V	243	243	jevakquafeth	-1	200	False	True	False	True	1	True
1795	Acid Streak VI	243	243	jevakquafeth	-1	250	False	True	False	True	1	True
1796	Flame Streak I	247	247	jevakquaguz	-1	1	False	True	False	True	1	True
1797	Flame Streak II	247	247	jevakquaguz	-1	50	False	True	False	True	1	True
1798	Flame Streak III	247	247	jevakquaguz	-1	100	False	True	False	True	1	True
1799	Flame Streak IV	247	247	jevakquaguz	-1	150	False	True	False	True	1	True
1800	Flame Streak V	247	247	jevakquaguz	-1	200	False	True	False	True	1	True
1801	Flame Streak VI	247	247	jevakquaguz	-1	250	False	True	False	True	1	True
1802	Force Streak I	248	248	jevakquazael	-1	1	False	True	False	True	1	True
1803	Force Streak II	248	248	jevakquazael	-1	50	False	True	False	True	1	True
1804	Force Streak III	248	248	jevakquazael	-1	100	False	True	False	True	1	True
1805	Force Streak IV	248	248	jevakquazael	-1	150	False	True	False	True	1	True
1806	Force Streak V	248	248	jevakquazael	-1	200	False	True	False	True	1	True
1807	Force Streak VI	248	248	jevakquazael	-1	250	False	True	False	True	1	True
1808	Frost Streak I	245	245	jevakquapaj	-1	1	False	True	False	True	1	True
1809	Frost Streak II	245	245	jevakquapaj	-1	50	False	True	False	True	1	True
1810	Frost Streak III	245	245	jevakquapaj	-1	100	False	True	False	True	1	True
1811	Frost Streak IV	245	245	jevakquapaj	-1	150	False	True	False	True	1	True
1812	Frost Streak V	245	245	jevakquapaj	-1	200	False	True	False	True	1	True
1813	Frost Streak VI	245	245	jevakquapaj	-1	250	False	True	False	True	1	True
1814	Lightning Streak I	246	246	jevakquasith	-1	1	False	True	False	True	1	True
1815	Lightning Streak II	246	246	jevakquasith	-1	50	False	True	False	True	1	True
1816	Lightning Streak III	246	246	jevakquasith	-1	100	False	True	False	True	1	True
1817	Lightning Streak IV	246	246	jevakquasith	-1	150	False	True	False	True	1	True
1818	Lightning Streak V	246	246	jevakquasith	-1	200	False	True	False	True	1	True
1819	Lightning Streak VI	246	246	jevakquasith	-1	250	False	True	False	True	1	True
1820	Shock Wave Streak I	244	244	jevakquareth	-1	1	False	True	False	True	1	True
1821	Shock Wave Streak II	244	244	jevakquareth	-1	50	False	True	False	True	1	True
1822	Shock Wave Streak III	244	244	jevakquareth	-1	100	False	True	False	True	1	True
1823	Shock Wave Streak IV	244	244	jevakquareth	-1	150	False	True	False	True	1	True
1824	Shock Wave Streak V	244	244	jevakquareth	-1	200	False	True	False	True	1	True
1825	Shock Wave Streak VI	244	244	jevakquareth	-1	250	False	True	False	True	1	True
1826	Whirling Blade Streak I	249	249	jevakquati	-1	1	False	True	False	True	1	True
1827	Whirling Blade Streak II	249	249	jevakquati	-1	50	False	True	False	True	1	True
1828	Whirling Blade Streak III	249	249	jevakquati	-1	100	False	True	False	True	1	True
1829	Whirling Blade Streak IV	249	249	jevakquati	-1	150	False	True	False	True	1	True
1830	Whirling Blade Streak V	249	249	jevakquati	-1	200	False	True	False	True	1	True
1831	Whirling Blade Streak VI	249	249	jevakquati	-1	250	False	True	False	True	1	True
1832	Torrential Acid	236	236	volaequafeth	-1	320	False	True	False	False	1	True
1833	Squall of Swords	242	242	volaequati	-1	320	False	True	False	False	1	True
1834	Firestorm	240	240	volaequaguz	-1	320	False	True	False	False	1	True
1835	Splinterfall	241	241	volaequazael	-1	320	False	True	False	False	1	True
1836	Avalanche	238	238	volaequapaj	-1	320	False	True	False	False	1	True
1837	Lightning Barrage	239	239	volaequasith	-1	320	False	True	False	False	1	True
1838	Stone Fists	237	237	volaequareth	-1	320	False	True	False	False	1	True
1839	Blistering Creeper	229	229	quavoshquafeth	-1	200	False	True	False	False	1	False
1840	Bed of Blades	235	235	quavoshquati	-1	200	False	True	False	False	1	False
1841	Slithering Flames	233	233	quavoshquaguz	-1	200	False	True	False	False	1	False
1842	Spike Strafe	234	234	quavoshquazael	-1	200	False	True	False	False	1	False
1843	Foon-Ki's Glacial Floe	231	231	quavoshquapaj	-1	200	False	True	False	False	1	False
1844	Os' Wall	232	232	quavoshquasith	-1	200	False	True	False	False	1	False
1845	Hammering Crawler	230	230	quavoshquareth	-1	200	False	True	False	False	1	False
1846	Curse of Black Fire	42	42	equinopaj	1020	50	False	False	False	False	4	True
1847	Evaporate All Magic Other	250	250	equinhachor	-1	50	False	False	False	False	2	True
1848	Evaporate All Magic Other	250	250	equindychor	-1	50	False	True	False	False	2	True
1849	Evaporate All Magic Other	250	250	equindychor	-1	50	False	True	False	False	2	True
1850	Evaporate All Magic Self	250	250	equinhachor	-1	50	False	False	True	False	2	False
1851	Evaporate All Magic Self	250	250	equindychor	-1	50	False	False	True	False	2	False
1852	Evaporate All Magic Self	250	250	equindychor	-1	50	False	False	True	False	2	False
1853	Extinguish All Magic Other	250	250	equinhachor	-1	100	False	False	False	False	2	True
1854	Extinguish All Magic Other	250	250	equindychor	-1	100	False	True	False	False	2	True
1855	Extinguish All Magic Other	250	250	equindychor	-1	100	False	True	False	False	2	True
1856	Extinguish All Magic Self	250	250	equinhachor	-1	200	False	False	True	False	2	False
1857	Extinguish All Magic Self	250	250	equindychor	-1	100	False	False	True	False	2	False
